LSOACODE,AVEPRICE,AVEINCOME,IMDSCORE,PTAINDEX
E01000645,1119914.94,70900,3.2,4.3
E01000646,412617.63,53933.33,9.3,4.82
E01000647,367190.4,54183.33,6.8,2.93
E01000648,520108.76,56003.33,6.6,7.97
E01000649,830401.32,64426.67,10,8.31
E01000650,653239.39,62200,11.1,4.78
E01000651,475341.7,55663.33,10.3,8.3
E01000652,536409.58,56616.67,5,3.18
E01000653,787539.76,60010,8.5,3.9
E01000654,298712.32,50443.33,8.6,0.71
E01000655,285765.4,50486.67,10.8,1.71
E01000656,348898.9,52180,6.9,0.84
E01000657,257048.4,49080,12.2,4.8
E01000658,354519.52,50633.33,7.3,2.01
E01000659,333328.8,51386.67,9.4,1.67
E01000661,333647.72,40010,50.2,6.13
E01000662,370042.34,44350,18.1,2.57
E01000663,390683.31,44423.33,18.9,4.27
E01000664,373694.69,44700,18.4,1.7
E01000665,390608.49,53643.33,12.2,5.66
E01000666,650381.2,60940,4.7,2.33
E01000667,1227461.12,66580,6,5.35
E01000668,328646.88,50260,12.1,6.63
E01000669,376056.03,49906.67,8.9,7.9
E01000670,498917.47,58336.67,7.3,20.91
E01000671,353511.96,49756.67,11,10.9
E01000672,379714.87,54773.33,8.5,3.98
E01000673,449125.08,55273.33,9.1,8.33
E01000674,325419.24,51190,13.6,10.57
E01000675,343424.03,56090,13.1,24.4
E01000676,314845.95,48973.33,26.2,28.56
E01000677,350493.67,54936.67,14.3,21.16
E01000678,458295.26,54453.33,9.9,10.4
E01000679,378584.19,52276.67,9.1,4.64
E01000680,762650.39,58380,8.6,0.64
E01000681,403460.63,56636.67,2.9,7.12
E01000682,383961.33,54453.33,3,4.29
E01000683,325980.76,53100,12.8,3.21
E01000684,468119.23,58466.67,2.9,3.31
E01000685,402261.67,51473.33,13.7,3.08
E01000686,512776.89,54336.67,6.9,5.23
E01000687,431400.76,54566.67,5.8,3.46
E01000688,910630.15,59706.67,2.4,1.88
E01000689,396589.96,47763.33,27.5,0.86
E01000690,485113.83,54070,9.3,4.52
E01000691,384457.72,49076.67,13.9,4.51
E01000692,473264.02,53156.67,8.1,6.05
E01000693,521982.54,55020,13.1,2.73
E01000694,661491.46,65206.67,5.2,4.16
E01000695,655738.15,61780,9,2.09
E01000696,899386.23,66463.33,7.2,3.85
E01000697,566221.12,62446.67,3.7,6.07
E01000698,794672.08,58550,7.5,3.04
E01000699,312536.88,45763.33,22,14.34
E01000700,375317.82,51560,13.9,12.92
E01000701,391154.48,50596.67,13.6,13.93
E01000702,419010.37,53456.67,12.3,19.59
E01000703,478637.63,54683.33,12.4,15.82
E01000704,368794.77,48733.33,13.2,12.08
E01000705,369690.79,48893.33,19.2,8.67
E01000706,355942.81,48676.67,16.7,13.92
E01000707,535709.58,59336.67,3.1,8.49
E01000708,358773.85,53103.33,8.9,11.34
E01000709,341682.13,49576.67,14.9,16.35
E01000710,578979.15,53403.33,11.7,7.75
E01000711,413216.62,52613.33,13,10.73
E01000712,479702.33,56136.67,6.8,9.98
E01000713,398038.43,55590,6.9,6.1
E01000714,357585.15,51876.67,12.1,19.04
E01000715,419906.02,55096.67,7.8,9.4
E01000716,476651.44,55106.67,7.7,5.94
E01000717,332018.92,52526.67,8.4,10.12
E01000718,317955.48,46130,30.4,5.76
E01000719,238074.79,39056.67,28.8,6.42
E01000720,256553.45,37313.33,48.8,0.29
E01000721,252283.53,35156.67,45.8,2.03
E01000722,286043.09,41790,22.9,10.93
E01000723,327663.48,42020,13.4,3.18
E01000724,245400.63,36400,39.3,2.02
E01000725,242485.37,40756.67,26.8,8.85
E01000726,281351.93,44353.33,14.7,3.6
E01000727,328221.22,45306.67,16.5,9.47
E01000728,265978.74,39740,23.8,1.09
E01000729,212969.52,34796.67,41.9,4.39
E01000730,256989.74,36110,43,11.53
E01000731,280395.82,39903.33,25.9,4.16
E01000732,460506.84,45256.67,12.8,3.9
E01000733,313780.1,42060,22.4,7.04
E01000734,426070.98,47356.67,11.6,2.62
E01000735,268402.21,37813.33,32.5,4.9
E01000736,297588.56,40743.33,27.6,3.93
E01000737,260022.8,39590,33.3,3.58
E01000738,304828.46,40160,20.5,4.34
E01000739,277593.94,36080,43.5,6.43
E01000740,253420.19,41616.67,31.6,15.37
E01000741,320242.2,42680,32.8,19.83
E01000742,325189.59,44053.33,27.2,15.88
E01000743,275772.79,36490,42.1,13.13
E01000744,281071.38,35236.67,47.4,8.68
E01000745,381431.59,45863.33,22.3,12.84
E01000746,438705.32,47313.33,21.6,21.82
E01000747,491410.78,52516.67,20.2,0.96
E01000748,564646.52,53173.33,13.9,0.41
E01000749,533967.1,51293.33,10.7,0.48
E01000750,358728.46,45230,30.3,1.21
E01000751,372972.75,52126.67,7.3,2.07
E01000752,407887.9,49930,8.4,2.25
E01000753,458399.35,57970,5.6,2.43
E01000754,362999.13,53980,8,11.57
E01000755,468341.57,57173.33,5.7,9.76
E01000756,974838.56,63653.33,4.7,4.77
E01000757,558370.16,59263.33,4.4,3.74
E01000758,474997.57,58043.33,4.7,14.87
E01000759,562831.39,56350,7.9,1.1
E01000760,440815.54,53683.33,10.3,4.87
E01000761,474109.43,54876.67,7.8,2.33
E01000762,331545.84,55996.67,6.2,4.37
E01000763,541099.69,56966.67,5,3.76
E01000764,450815.77,52180,11.4,3.75
E01000765,512085.42,55976.67,7.1,2.41
E01000766,558129.58,58400,2.7,7.15
E01000767,506328.45,57683.33,3.6,9.54
E01000768,456241.33,55880,6.7,7.31
E01000769,479157.33,54816.67,25.1,3.36
E01000770,544364.07,60300,6.8,6.3
E01000771,573817.64,57056.67,5.8,9.25
E01000772,521442.76,57700,4.5,4.68
E01000773,533796.85,54446.67,6.5,3.77
E01000774,387064.38,54310,10.8,7.38
E01000775,663380.95,58210,6.7,4.91
E01000777,461773.96,54050,9.4,6.53
E01000778,381650.86,50206.67,14.4,3.67
E01000779,415894.71,45090,18.5,3.49
E01000780,330249.26,40403.33,25.9,5.58
E01000781,264708.03,37716.67,41.6,7.39
E01000782,218720.81,36423.33,53.5,5.61
E01000783,265963.62,37086.67,39.1,6.56
E01000784,385827.99,48493.33,10,4.52
E01000785,293508.27,38320,35.3,3.93
E01000786,456971.16,49046.67,13.8,2.56
E01000787,262520.37,42923.33,23.3,3.99
E01000788,358953.49,45320,24.2,11.09
E01000789,212855,38193.33,40.8,5.12
E01000790,361106.88,49336.67,16.4,21.72
E01000791,371281.26,46200,11.3,5.41
E01000792,330373.6,46640,21.7,4.39
E01000793,509726.68,52723.33,3.9,5.33
E01000794,508946.25,53276.67,3.8,5.19
E01000795,458342.91,47356.67,15.1,2.99
E01000796,287493.08,37356.67,39.4,13.59
E01000797,583903.15,53100,13.2,13.14
E01000798,323486.91,35216.67,48.8,14.36
E01000799,387391.49,46333.33,23.1,17.94
E01000800,304970.67,39873.33,31.7,14.32
E01000801,314029.28,43480,24.2,15.21
E01000802,450822.51,46933.33,22,16.66
E01000803,460742.39,47996.67,18.7,12.04
E01000804,589035.42,53400,8.1,5.26
E01000805,398153.65,46343.33,25.1,13.68
E01000806,321753.13,39616.67,33.1,17.95
E01000807,515382.62,60070,6.2,7.4
E01000808,501360.69,60766.67,5.9,3.25
E01000809,450558.72,56860,3.5,5.78
E01000810,631658.9,62576.67,1.8,8.26
E01000811,398758.34,57820,5,10.8
E01000812,456509.37,54033.33,12.3,7.65
E01000813,448579.6,56696.67,3.9,5.28
E01000814,581457.89,62966.67,3,11.98
E01000815,688415.9,65053.33,2,6.79
E01000816,349810.31,47506.67,16.2,6.94
E01000818,565836.2,50246.67,13.2,2.38
E01000819,288849.72,43040,31.8,5.58
E01000820,583659.84,50940,21.2,4.79
E01000822,303027.49,49816.67,13.5,8.21
E01000823,413227.57,53130,9.1,9.77
E01000824,349207.18,50563.33,17.5,15.92
E01000825,308756.21,49220,17.6,10.34
E01000826,781285.64,67863.33,3.6,2.25
E01000827,419610.44,56466.67,5.9,4.84
E01000828,415830.31,54843.33,10.4,8.37
E01000829,403020.98,57200,7,19.17
E01000830,975681.27,68913.33,3.1,3.18
E01000831,468399.91,58143.33,7.9,5.77
E01000832,530808.71,56490,5.7,5.33
E01000833,760840,63846.67,2.7,2.81
E01000834,524170.77,58983.33,3.2,3.69
E01000835,439294.59,54726.67,8.4,7.64
E01000836,507866.26,57853.33,4.1,4.1
E01000837,347225.92,52870,11.8,5.19
E01000838,486440.35,55193.33,5.1,4.18
E01000839,457410.43,58773.33,3.7,1.55
E01000840,582075.89,54826.67,8.3,3.12
E01000841,497734.09,56160,4.4,4.06
E01000842,1289599.58,86306.67,12.4,12.16
E01000843,1051224.26,74460,18,13.17
E01000844,1151287.96,85990,14.5,17.34
E01000845,875773.38,76986.67,12.5,11.62
E01000846,1371543.68,69593.33,26.6,10.21
E01000847,1198706.89,70266.67,19.6,17.38
E01000848,1158933.92,86120,9.7,13.24
E01000849,842169.07,79403.33,11,17.44
E01000850,697601.21,71080,18.1,62.66
E01000851,1046539.1,63820,15.2,55.06
E01000852,545142.38,57970,19.2,83.15
E01000853,564842.29,55116.67,36,73.18
E01000854,742173.31,57193.33,20.4,67.73
E01000855,711685.03,61746.67,17.4,63.19
E01000856,853083.54,55080,38.9,42.43
E01000857,1705493.07,74843.33,16.2,12.11
E01000858,608094.1,57830,46.1,25.99
E01000859,1616206.81,82866.67,10.1,11.72
E01000860,2103061.27,73130,21.8,7.15
E01000861,726444.07,56276.67,35.4,41.59
E01000862,1523431.27,81310,13,21.94
E01000863,841017.05,67273.33,37.4,43.66
E01000864,791777.26,63640,25.4,7.85
E01000865,760312.36,68306.67,17.1,17.21
E01000866,665087.69,58513.33,31.3,24.62
E01000867,627609.32,52633.33,40,35.5
E01000868,454908.57,49603.33,46.8,5.93
E01000869,597346.03,61646.67,26.7,14.12
E01000870,757630.7,57290,35.3,22.45
E01000871,1030712.31,76230,17.1,9.92
E01000872,496651.47,64066.67,29,19.51
E01000873,795522.63,79130,10.9,10.24
E01000874,1017330.88,81793.33,8.8,23.68
E01000875,531690.94,61470,25.8,19.14
E01000876,502893.98,56326.67,36.8,15.07
E01000877,893826.81,82040,11.9,18.04
E01000878,1055270.57,86963.33,9,14.22
E01000879,1484028.43,91703.33,7.9,18.59
E01000880,2098273.29,95893.33,9.4,20.61
E01000881,1133073.22,81176.67,17.3,26.91
E01000882,1678842.09,92133.33,6.5,22
E01000883,1189580.64,82210,13.5,31.39
E01000884,1689742.3,102250,7.9,5.72
E01000885,2953306.94,109863.33,8.8,5.68
E01000886,855426.43,74316.67,13.1,12.56
E01000887,691476.56,69850,16.7,18.93
E01000888,1097473.03,70900,18.3,14.3
E01000889,452191.9,47713.33,39.3,12.66
E01000890,505334.42,42893.33,53,11.39
E01000891,423668.6,42946.67,55,11.07
E01000892,1587203.22,72126.67,19.8,16.98
E01000893,1696398.89,94660,8.6,4.61
E01000894,1609521.69,107043.33,7.6,9.44
E01000895,1261344.56,87393.33,13.7,13.91
E01000896,1387679.65,99413.33,8.5,15.35
E01000897,1920943.05,97350,7.3,15.78
E01000898,1180961.9,82353.33,16.7,19.36
E01000899,2553958.7,106910,7.5,4.94
E01000900,682314.23,55293.33,31.4,16.84
E01000901,609547.12,44810,37.8,19.99
E01000902,616663.89,48193.33,38.9,14.97
E01000903,999974.68,69280,20.5,13.41
E01000904,607815.26,53193.33,34.2,28.54
E01000905,412520.62,44946.67,44.5,20.71
E01000906,858251.41,65633.33,14.3,18.22
E01000907,876462.86,59956.67,35.5,13.76
E01000908,654711.28,61350,30.9,6.31
E01000909,1347456.71,82723.33,13.1,8.17
E01000910,1232997.15,87800,10.9,17.95
E01000911,832403.88,68193.33,20,19.66
E01000912,704580.07,62740,29.1,6.58
E01000913,1873710.45,91730,9,3.64
E01000914,942939.87,62786.67,16.9,60.17
E01000915,929668.49,55263.33,28.6,50.47
E01000916,806735.81,61200,24.2,55.11
E01000917,445396.19,49313.33,45.1,58.34
E01000918,823631.74,62906.67,28,83.51
E01000919,1109872.52,64716.67,26.7,87.59
E01000920,1109369.49,62033.33,19.1,43.14
E01000921,730899.39,63880,22.5,25.15
E01000922,726500.39,56223.33,31.3,22.42
E01000923,869877.68,69663.33,26.3,22.28
E01000924,637962.22,63326.67,16.6,18.73
E01000925,670138.99,50706.67,38.8,20.59
E01000926,624319.29,60510,23.9,18.27
E01000927,889778.6,64970,21.1,30.73
E01000928,887189.86,63833.33,26.1,20.24
E01000929,652873.27,54736.67,32.3,19.41
E01000930,380291.05,46773.33,39.1,27.34
E01000931,514419.65,49700,42.7,21.93
E01000932,696255.52,62153.33,22.8,25.26
E01000933,728546.52,60726.67,31.4,28.79
E01000934,527413.99,47323.33,42.1,16.23
E01000935,497988.39,48386.67,42.1,14.48
E01000936,806449.93,50096.67,26.9,32.39
E01000937,565198.7,50870,19.1,51.59
E01000938,702456.9,49863.33,38.4,73.23
E01000939,531658.33,47493.33,44.9,82.71
E01000940,556071.43,50803.33,25.9,57.6
E01000941,467865.12,46416.67,42.1,71.95
E01000942,563983.64,54326.67,15.4,91.73
E01000943,697995.83,54750,22.9,78.37
E01000944,718366.67,46300,28,30.57
E01000945,796602.42,50326.67,28.2,58.59
E01000946,2261597.33,64370,14.7,23.03
E01000947,631001.17,55916.67,31.7,37.84
E01000948,1648583.81,64240,32.9,20.99
E01000949,419906.02,51010,23.7,18.77
E01000950,335200,41730,41.8,27.65
E01000951,470800,43193.33,35.2,35.57
E01000952,580115.2,44366.67,39.8,45.22
E01000953,990674.64,44590,48.5,45
E01000954,506950,42440,38.3,36.3
E01000955,450822.51,43516.67,36.9,63.78
E01000956,581747.79,48316.67,37.7,83.89
E01000957,505398.31,52183.33,33.9,16.23
E01000958,495585.82,51693.33,34.2,36.73
E01000959,515806.4,44496.67,40.7,42.92
E01000960,820843.8,68190,21.8,37.26
E01000961,801841.22,60026.67,27.6,28.83
E01000962,860799.08,81243.33,9.2,28.18
E01000963,1217529.24,76573.33,12,26.88
E01000964,856930.72,76153.33,20.2,36.07
E01000965,627025.33,74090,24.2,26.53
E01000966,1027599.38,85303.33,9.4,21.15
E01000967,3474935.89,79200,10.6,7.66
E01000968,773805.69,73776.67,17.5,27.53
E01000969,1078672.02,77510,9.4,26.64
E01000970,738014.16,73430,15,22.45
E01000971,973704.23,77993.33,11.6,16.84
E01000972,708158.46,62060,35.2,28.79
E01000973,581335.74,64990,29.8,28.31
E01000974,508545.27,56986.67,33,23.27
E01000975,333858.75,47186.67,21,47.54
E01000976,272526.92,42756.67,23.7,17.68
E01000977,275142.13,42493.33,32.2,16.39
E01000978,245477.8,45130,23.4,17.81
E01000979,302664.62,47776.67,19.4,35.48
E01000980,290985.79,46846.67,23.1,5
E01000981,323190.24,47356.67,16,11.31
E01000982,285943.44,46150,19.5,5.57
E01000983,329086.81,48043.33,12.5,12.17
E01000984,289763.26,42993.33,28.6,9.67
E01000985,410575.21,50490,8.6,6.61
E01000986,384768.55,50876.67,11.9,12.04
E01000987,386529.16,50006.67,7.3,12.26
E01000989,365430.86,49236.67,10.5,2.73
E01000990,274745.83,38473.33,39.6,8.97
E01000991,424489.31,49933.33,7.2,1.71
E01000992,287617.08,41426.67,34.2,7.72
E01000993,339485.19,48493.33,12.8,15.19
E01000994,305889.69,42510,21.3,5.79
E01000995,262333.57,39990,22.2,5.74
E01000996,320339.73,43683.33,19.5,7.89
E01000997,278757.04,41950,26.4,14.94
E01000998,238080.4,39216.67,34.9,15.26
E01000999,295703.96,40996.67,24.5,9.78
E01001000,278395.32,40956.67,33.2,16.51
E01001001,236639.89,38996.67,36.4,14.57
E01001002,273490.61,41576.67,23.5,11.93
E01001003,269162.12,40310,28.2,10.51
E01001004,234672.05,39693.33,27.2,6.57
E01001005,248483.18,38550,26.3,16.54
E01001006,223012.45,39800,35.7,7.4
E01001007,283676.78,39196.67,21.7,8.63
E01001008,272865.11,37413.33,34.3,8.7
E01001009,265667.23,39623.33,24.1,11.66
E01001010,267635.71,35786.67,43,8.46
E01001011,230263.79,37413.33,35.9,21.93
E01001012,192417.08,36443.33,43.6,35.51
E01001013,221328.44,34150,56.6,39.62
E01001014,269383.74,40060,36.9,24.76
E01001015,421907.78,49453.33,25.1,6.22
E01001016,414751.36,51396.67,14.8,3.9
E01001017,478668.33,56993.33,8,1.37
E01001018,382696.4,51210,7,2.05
E01001019,479605.33,53426.67,5.5,3.36
E01001020,383836.07,49530,8.2,4.67
E01001021,340422.44,41556.67,34.8,1.15
E01001022,409605.72,50556.67,9.7,1.61
E01001023,271608.89,47123.33,23.1,10.47
E01001024,349246.5,53376.67,9.7,8.52
E01001025,403701.66,53043.33,7.8,6.14
E01001026,344239.82,50636.67,11.5,5.27
E01001027,473803.14,55790,11.1,2.24
E01001028,716528.35,64326.67,6.2,2.08
E01001029,400232.21,58950,17.7,9.23
E01001030,655894.54,62763.33,9.8,5.92
E01001031,524486.6,61416.67,9,4.79
E01001032,612049.66,61070,4.1,2.78
E01001033,310667.73,48910,17.2,9.36
E01001034,310177.36,49396.67,16.4,8.5
E01001035,230194.2,48310,20.2,13.87
E01001036,504106.19,55653.33,13.8,5.15
E01001037,275506.73,47530,24.1,20.97
E01001038,271865.89,48640,19.7,11.18
E01001039,489056.41,56900,8.2,3.77
E01001040,289698.66,48806.67,17,12.39
E01001041,285606.68,46336.67,25.8,9.04
E01001042,251877.14,42340,39.8,36.46
E01001043,256378.96,42900,32.7,53.99
E01001044,366649.83,53506.67,9.8,7.24
E01001045,262562.47,45060,29.7,60.72
E01001046,296030.21,53756.67,10.8,20.21
E01001047,280162.01,45070,22.4,22.86
E01001048,316119.06,42830,33.7,60.91
E01001049,621299.99,59346.67,11.6,4.72
E01001050,291656.76,47560,22.1,39.77
E01001051,365411.11,33523.33,43,6.96
E01001052,261579.01,33973.33,44.9,5.23
E01001053,279474.51,35816.67,32.7,8.99
E01001054,233401.26,33520,37.6,11.45
E01001055,261128.92,33503.33,41.4,7.52
E01001056,237005.56,32606.67,42.9,8.14
E01001057,193204.55,31870,42.7,10.41
E01001058,292796.44,47216.67,13.6,4.61
E01001059,221520.84,45953.33,15.2,4.42
E01001060,253201.75,45616.67,20.5,2.61
E01001061,239591.41,42900,26.3,3.65
E01001062,467328.99,54640,8.9,4.77
E01001063,401546.07,52683.33,7.5,6.27
E01001064,456465.21,53433.33,14.4,3.89
E01001065,291521.84,46490,17.1,7.73
E01001066,252966.67,39686.67,43.3,2.21
E01001067,587216.93,58856.67,6.2,2.16
E01001068,384052.45,53370,18.9,3.55
E01001069,499579.08,52973.33,12.2,3.46
E01001070,358830.02,48883.33,15.8,1.77
E01001071,343392.67,52483.33,12.6,3.24
E01001072,668203.14,60570,8.4,0.19
E01001073,340395.6,51770,16.1,7.3
E01001074,314987.48,49210,19.9,8.74
E01001075,288018.65,50406.67,14.8,5.34
E01001076,267940.76,35116.67,32.6,7.86
E01001077,273668.4,40040,16.5,11.2
E01001078,261387.53,36913.33,36.3,10.75
E01001079,260213.06,34816.67,36.3,5.74
E01001080,224359.43,32636.67,55.8,8.83
E01001081,268357.5,34576.67,37.1,4.15
E01001082,255178.51,36363.33,34.1,6.29
E01001083,537548.24,47586.67,15.3,8.44
E01001084,619025.91,50940,15,4.72
E01001085,411577.03,42900,22.9,15.32
E01001086,386295.16,45126.67,17.6,6.09
E01001087,356108.3,42156.67,25.6,13.23
E01001088,355362.14,43643.33,18.6,4.85
E01001089,312410.45,40793.33,31.3,12.71
E01001090,326615.66,41616.67,24.6,10.94
E01001091,438132.91,47953.33,17.5,3.09
E01001092,485708.62,56843.33,21.5,5.94
E01001093,342429.49,51110,15.1,8.85
E01001094,1087995.95,66586.67,8.8,2.06
E01001095,308831.39,48670,19.5,10.74
E01001096,547685.61,58050,7,4.42
E01001097,255876.54,48723.33,23.5,17.56
E01001098,581613.73,59630,8,3.27
E01001099,353116.72,49480,20.3,5.59
E01001100,373902.94,51660,10.4,9.6
E01001101,501366.13,61043.33,4.5,1.46
E01001102,453815.08,57693.33,6.1,3.42
E01001103,430876.13,52576.67,6.5,2.03
E01001104,398604.02,58070,6.4,1.96
E01001105,369146.28,47023.33,19.2,1.47
E01001106,387665.85,48656.67,10.9,2.01
E01001107,450423.85,60906.67,6.7,2.94
E01001108,553919.84,63503.33,4.6,2.22
E01001109,255254.96,37663.33,33.2,8.96
E01001110,223551.78,38526.67,39,28.31
E01001111,279159.32,40193.33,30.5,16.97
E01001112,229824.96,38410,37.1,10.65
E01001113,233013.41,39183.33,34.7,15.58
E01001114,242156.43,37376.67,41,14.35
E01001115,278526.46,35733.33,44,7.95
E01001116,256430.1,39553.33,29.2,13.88
E01001117,216753.08,37993.33,29.9,14.6
E01001118,236246.16,36690,40.6,14.7
E01001119,342712.36,51486.67,7.8,2.81
E01001120,342021.04,52020,11.5,4.18
E01001121,513853.92,55536.67,5.6,1.18
E01001122,558908.81,58793.33,8.7,3.57
E01001123,439537.47,56280,8,2.1
E01001124,508801.62,59690,4.5,2.58
E01001125,380715.99,53113.33,12.6,6.2
E01001126,314506.86,50743.33,8.5,3.32
E01001127,464187.21,49790,7.1,3.63
E01001128,280931.43,40320,36.9,3.94
E01001129,471464.86,54033.33,4.6,3.7
E01001130,195700,37360,39.5,3.31
E01001131,287401.84,46463.33,13.3,1.02
E01001132,419326.76,49166.67,8.3,3.01
E01001133,352099.96,47523.33,10.3,5.22
E01001134,283068.09,48466.67,12.8,4.09
E01001135,405592.79,49266.67,8.3,5.39
E01001136,237293.31,38130,41.3,20.64
E01001137,377271.07,45056.67,26,7.34
E01001138,401334.84,47130,16.6,8.53
E01001139,290572.26,43110,22,12.23
E01001140,274015.29,43783.33,23.3,5.84
E01001141,248355.62,39750,29.8,8.06
E01001142,321241.19,45983.33,21.6,11.51
E01001143,278840.22,39026.67,34.2,10.65
E01001144,246999.28,38960,38.4,19.1
E01001145,208225.93,35403.33,47.8,20.68
E01001146,289353.5,42550,22,4.45
E01001147,246992.77,38266.67,33.3,5.39
E01001148,254489.13,41553.33,22.7,3.74
E01001149,288206.87,43873.33,19,3.96
E01001150,329965.7,46123.33,23.7,5.49
E01001151,246681.04,38053.33,39.9,11.52
E01001152,258751.16,39313.33,35.8,14.22
E01001153,305627.69,43236.67,25.3,12.73
E01001154,239864.07,40226.67,32.2,16.38
E01001155,226824.46,36170,49,18.32
E01001156,404607.52,43813.33,27.4,7.79
E01001157,449549.47,46426.67,20.5,4.17
E01001158,313484.43,42690,21.6,6.98
E01001159,394270.01,47230,16.4,6.86
E01001160,324343.69,46860,15.4,3.8
E01001161,314350.28,37886.67,43.2,4.91
E01001162,349116.49,42963.33,28.2,9.15
E01001163,379203.85,45753.33,16,8.41
E01001164,343459.94,46623.33,20.4,18.02
E01001165,260483.62,43060,21.8,16.83
E01001166,274423.56,39830,31.1,21.47
E01001167,302050.59,42706.67,21.7,10.66
E01001168,243048.37,44630,19.8,13.61
E01001169,310915.55,38373.33,33.4,6.67
E01001170,240819.67,43006.67,30.9,18.52
E01001171,370744.8,41366.67,26.9,11.03
E01001172,281862.4,37016.67,42.9,5.2
E01001173,307407.17,43830,22.4,3.93
E01001174,312216.09,41566.67,21.7,3.58
E01001175,272457.56,39813.33,33.8,12.11
E01001176,237302.78,40573.33,25.6,7.88
E01001177,258674.24,39366.67,33.4,5.57
E01001178,198572.56,34896.67,57.6,11.3
